Product Title,Review,Rating
"Nothing Phone (2a) 5G (Special Edition, 256 GB) Reviews",This phone very excellent 👌👌👌12/256 RAM /ROM😍,4
"Nothing Phone (2a) 5G (Special Edition, 256 GB) Reviews",This phone very excellent 👌👌👌12/256 RAM /ROM😍,5
"Nothing Phone (2a) 5G (Special Edition, 256 GB) Reviews",At this range it's a excellent phone.. It's support to 5G is amazing.. Overall fantastic. I recommend ppl to buy it..,5
"Nothing Phone (2a) 5G (Special Edition, 256 GB) Reviews",At this range it's a excellent phone.. It's support to 5G is amazing.. Overall fantastic. I recommend ppl to buy it..,5
"Nothing Phone (2a) 5G (Special Edition, 256 GB) Reviews",Nice Product. Camera quality awesome.,5
"Nothing Phone (2a) 5G (Special Edition, 256 GB) Reviews",Nice Product. Camera quality awesome.,5
"Nothing Phone (2a) 5G (Special Edition, 256 GB) Reviews",Good phone. Look and feel is good in hand. Best at this price range,5
"Nothing Phone (2a) 5G (Special Edition, 256 GB) Reviews",Good phone. Look and feel is good in hand. Best at this price range,3
"Nothing Phone (2a) 5G (Special Edition, 256 GB) Reviews","I think the camera quality is decent...I would like to give 4.1 out of 5 in camera department... battery backup is excellent 5 out of 5 .. display is buttery smooth ...Dear my brothers and sisters trust me and go for it..it is better than Vivo, oppo, realme ,redmi one plus and others Chinese brands....... Don't go for Samsung as hanging problem continues...So Besides Apple, Google, Motorola.. nothing is becoming a trustable brand...Best phone in this price point... Go for it",5
"Nothing Phone (2a) 5G (Special Edition, 256 GB) Reviews","I think the camera quality is decent...I would like to give 4.1 out of 5 in camera department... battery backup is excellent 5 out of 5 .. display is buttery smooth ...Dear my brothers and sisters trust me and go for it..it is better than Vivo, oppo, realme ,redmi one plus and others Chinese brands....... Don't go for Samsung as hanging problem continues...So Besides Apple, Google, Motorola.. nothing is becoming a trustable brand...Best phone in this price point... Go for it",5
"Nothing Phone (2a) 5G (Special Edition, 256 GB) Reviews",But heating issue is then playing game,5
"Nothing Phone (2a) 5G (Special Edition, 256 GB) Reviews",But heating issue is then playing game,5
"Nothing Phone (2a) 5G (Special Edition, 256 GB) Reviews",Good product and nice price,5
"Nothing Phone (2a) 5G (Special Edition, 256 GB) Reviews",Good product and nice price,5
"Nothing Phone (2a) 5G (Special Edition, 256 GB) Reviews",Nice product value for money 💰💰💰,4
"Nothing Phone (2a) 5G (Special Edition, 256 GB) Reviews",Nice product value for money 💰💰💰,4
"Nothing Phone (2a) 5G (Special Edition, 256 GB) Reviews","Nothing 2a has EXCEEDED my expectations, being a midrange phone it looks, feels and performs as a flagship..it's definately an eye grabber, glyphs are not just for the show but has real life uses.. one drawback though is finger prints are all over the phone, it's too glossy, or may be because I got the black one.. but other than that this phone is lit 🔥 Good job Nothing.. I'm sure my next phone is gonna be Nothing 3? Hoping for the best",3
"Nothing Phone (2a) 5G (Special Edition, 256 GB) Reviews","Nothing 2a has EXCEEDED my expectations, being a midrange phone it looks, feels and performs as a flagship..it's definately an eye grabber, glyphs are not just for the show but has real life uses.. one drawback though is finger prints are all over the phone, it's too glossy, or may be because I got the black one.. but other than that this phone is lit 🔥 Good job Nothing.. I'm sure my next phone is gonna be Nothing 3? Hoping for the best",5
"Nothing Phone (2a) 5G (Special Edition, 256 GB) Reviews","I think the camera quality is decent...I would like to give 4.1 out of 5 in camera department... battery backup is excellent 5 out of 5 .. display is buttery smooth ...Dear my brothers and sisters trust me and go for it..it is better than Vivo, oppo, realme ,redmi one plus and others Chinese brands....... Don't go for Samsung as hanging problem continues...So Besides Apple, Google, Motorola.. nothing is becoming a trustable brand...Best phone in this price point... Go for it",5
"Nothing Phone (2a) 5G (Special Edition, 256 GB) Reviews","I think the camera quality is decent...I would like to give 4.1 out of 5 in camera department... battery backup is excellent 5 out of 5 .. display is buttery smooth ...Dear my brothers and sisters trust me and go for it..it is better than Vivo, oppo, realme ,redmi one plus and others Chinese brands....... Don't go for Samsung as hanging problem continues...So Besides Apple, Google, Motorola.. nothing is becoming a trustable brand...Best phone in this price point... Go for it",5
"Nothing Phone (2a) 5G (Special Edition, 256 GB) Reviews",But heating issue is then playing game,5
"Nothing Phone (2a) 5G (Special Edition, 256 GB) Reviews",But heating issue is then playing game,5
"Nothing Phone (2a) 5G (Special Edition, 256 GB) Reviews",Good product and nice price,5
"Nothing Phone (2a) 5G (Special Edition, 256 GB) Reviews",Good product and nice price,5
"Nothing Phone (2a) 5G (Special Edition, 256 GB) Reviews",Nice product value for money 💰💰💰,4
"Nothing Phone (2a) 5G (Special Edition, 256 GB) Reviews",Nice product value for money 💰💰💰,4
"Nothing Phone (2a) 5G (Special Edition, 256 GB) Reviews","Nothing 2a has EXCEEDED my expectations, being a midrange phone it looks, feels and performs as a flagship..it's definately an eye grabber, glyphs are not just for the show but has real life uses.. one drawback though is finger prints are all over the phone, it's too glossy, or may be because I got the black one.. but other than that this phone is lit 🔥 Good job Nothing.. I'm sure my next phone is gonna be Nothing 3? Hoping for the best",3
"Nothing Phone (2a) 5G (Special Edition, 256 GB) Reviews","Nothing 2a has EXCEEDED my expectations, being a midrange phone it looks, feels and performs as a flagship..it's definately an eye grabber, glyphs are not just for the show but has real life uses.. one drawback though is finger prints are all over the phone, it's too glossy, or may be because I got the black one.. but other than that this phone is lit 🔥 Good job Nothing.. I'm sure my next phone is gonna be Nothing 3? Hoping for the best",5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",everything is very good,5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",everything is very good,5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews","Camera quality excellent, battery very good, performance very good, overall phone quality is very good 😊 I love it ❤️",5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews","Camera quality excellent, battery very good, performance very good, overall phone quality is very good 😊 I love it ❤️",5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews","Camera good
Display 👍",4
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews","Camera good
Display 👍",4
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",Good,5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",Good,4
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",Good product like a camera chargeing speed and degin,5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",Good product like a camera chargeing speed and degin,5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",Good quality OnePlus Nord ce3 lite 👍,5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",Good quality OnePlus Nord ce3 lite 👍,5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",Good,4
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",Good,5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",The only problem I found with this phone is that call recording lets the caller know.😑 Otherwise it's fantastic mobile.,5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",The only problem I found with this phone is that call recording lets the caller know.😑 Otherwise it's fantastic mobile.,5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",very good product,5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",very good product,5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",Loved It,4
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",Loved It,5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",everything is very good,5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",everything is very good,5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews","Camera quality excellent, battery very good, performance very good, overall phone quality is very good 😊 I love it ❤️",5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews","Camera quality excellent, battery very good, performance very good, overall phone quality is very good 😊 I love it ❤️",5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews","Camera good
Display 👍",4
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews","Camera good
Display 👍",4
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",Good,5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",Good,4
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",Good product like a camera chargeing speed and degin,5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",Good product like a camera chargeing speed and degin,5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",Good quality OnePlus Nord ce3 lite 👍,5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",Good quality OnePlus Nord ce3 lite 👍,5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",Good,4
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",Good,5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",The only problem I found with this phone is that call recording lets the caller know.😑 Otherwise it's fantastic mobile.,5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",The only problem I found with this phone is that call recording lets the caller know.😑 Otherwise it's fantastic mobile.,5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",very good product,5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",very good product,5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",Loved It,4
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",Loved It,5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",everything is very good,5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",everything is very good,5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews","Camera quality excellent, battery very good, performance very good, overall phone quality is very good 😊 I love it ❤️",5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews","Camera quality excellent, battery very good, performance very good, overall phone quality is very good 😊 I love it ❤️",5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews","Camera good
Display 👍",4
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews","Camera good
Display 👍",4
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",Good,5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",Good,4
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",Good product like a camera chargeing speed and degin,5
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",Good product like a camera chargeing speed and degin,5
"OPPO Reno 12 Pro 5G (Manish Malhotra Limited Edition, 256 GB) Reviews",Oppo hai to okk hai 😍😘 Im happy with her 👍 bettr,5
"OPPO Reno 12 Pro 5G (Manish Malhotra Limited Edition, 256 GB) Reviews",Oppo hai to okk hai 😍😘 Im happy with her 👍 bettr,5
"OPPO Reno 12 Pro 5G (Manish Malhotra Limited Edition, 256 GB) Reviews",Good 👍,5
"OPPO Reno 12 Pro 5G (Manish Malhotra Limited Edition, 256 GB) Reviews",Good 👍,3
"OPPO Reno 12 Pro 5G (Manish Malhotra Limited Edition, 256 GB) Reviews",Nice product with all features specially its looks and camera battery backup is good You should buy it without any issues,5
"OPPO Reno 12 Pro 5G (Manish Malhotra Limited Edition, 256 GB) Reviews",Nice product with all features specially its looks and camera battery backup is good You should buy it without any issues,5
"OPPO Reno 12 Pro 5G (Manish Malhotra Limited Edition, 256 GB) Reviews","Product is good, above average. Design is superb, competing with galaxy flagships.Quality is superb, durable.Haptic motor is very bad, telephoto lens is not as expected, it's below average.",5
"OPPO Reno 12 Pro 5G (Manish Malhotra Limited Edition, 256 GB) Reviews","Product is good, above average. Design is superb, competing with galaxy flagships.Quality is superb, durable.Haptic motor is very bad, telephoto lens is not as expected, it's below average.",5
"OPPO Reno 12 Pro 5G (Manish Malhotra Limited Edition, 256 GB) Reviews","This phone is also too good 😊😊😊😊 wonderful 😊
Everything is perfect and very beautiful and nice ☺️",3
"OPPO Reno 12 Pro 5G (Manish Malhotra Limited Edition, 256 GB) Reviews","This phone is also too good 😊😊😊😊 wonderful 😊
Everything is perfect and very beautiful and nice ☺️",5
"OPPO Reno 12 Pro 5G (Manish Malhotra Limited Edition, 256 GB) Reviews","Premium phone, looks fantastic.
Camera - 9/10
Battery - 10/10
Display - 10/10
Performance - 10/10
Overall a good phone, no problem go for it 👍",5
